drug_id,disease_id,drug_encoded,disease_encoded,label
DB00787,MESH:D003586,533,268,1
DB00788,MESH:D015210,534,895,1
DB00788,MESH:D008881,534,561,1
DB00788,MESH:D013167,534,777,1
DB00788,MESH:D001168,534,134,1
DB00788,MESH:D001416,534,150,1
DB00788,MESH:D002062,534,186,1
DB00788,MESH:D005334,534,359,1
DB00788,MESH:D006261,534,393,1
DB00788,MESH:D001171,534,136,1
DB00788,MESH:D004412,534,311,1
DB00788,MESH:D010003,534,622,1
DB00788,MESH:D010146,534,632,1
DB00788,MESH:D001172,534,137,1
DB00788,MESH:D052256,534,1105,1
DB00788,MESH:D014098,534,831,1
DB00790,MESH:D003928,535,291,1
DB00790,MESH:D006973,535,451,1
DB00790,MESH:D000075,535,72,1
DB00790,MESH:D009203,535,582,1
DB00790,MESH:D006333,535,397,1
DB00790,MESH:D020521,535,1053,1
DB00794,MESH:D012640,536,754,1
DB00794,MESH:D004833,536,338,1
DB00794,MESH:D020329,536,1048,1
DB00795,MESH:D003424,537,257,1
DB00795,MESH:D001171,537,136,1
DB00795,MESH:D011349,537,686,1
DB00795,MESH:D001172,537,137,1
DB00796,MESH:D003928,538,291,1
DB00796,MESH:D006973,538,451,1
DB00796,MESH:D008881,538,561,1
DB00796,MESH:D006333,538,397,1
DB00798,MESH:D003234,539,245,1
DB00798,MESH:D001424,539,151,1
DB00798,MESH:D003231,539,243,1
DB00798,MESH:D002494,539,207,1
DB00798,MESH:D004473,539,313,1
DB00798,MESH:D005499,539,366,1
DB00798,MESH:D005667,539,367,1
DB00798,MESH:D000071,539,69,1
DB00798,MESH:D007169,539,469,1
DB00798,MESH:D003320,539,251,1
DB00798,MESH:D007637,539,487,1
DB00798,MESH:D016920,539,958,1
DB00798,MESH:D011565,539,697,1
DB00798,MESH:D000152,539,84,1
DB00798,MESH:D017511,539,975,1
DB00798,MESH:D012628,539,753,1
DB00798,MESH:D017192,539,968,1
DB00798,MESH:D001762,539,170,1
DB00799,MESH:D011565,540,697,1
DB00799,MESH:D007911,540,507,1
DB00799,MESH:D015595,540,917,1
DB00800,MESH:D006974,541,452,1
DB00803,MESH:D010032,542,628,1
DB00804,MESH:D043183,543,1082,1
DB00806,MESH:D007383,544,479,1
DB00806,MESH:D014647,544,864,1
DB00806,MESH:D008108,544,523,1
DB00808,MESH:D006973,545,451,1
DB00808,MESH:D053040,545,1107,1
DB00811,MESH:D019698,546,1023,1
DB00813,MESH:D059390,547,1155,1
DB00814,MESH:D014098,548,831,1
DB00814,MESH:D010003,548,622,1
DB00814,MESH:D009437,548,600,1
DB00814,MESH:D001171,548,136,1
DB00814,MESH:D010149,548,633,1
DB00814,MESH:D001172,548,137,1
DB00816,MESH:D001249,549,142,1
DB00816,MESH:D001986,549,180,1
DB00816,MESH:D029481,549,1074,1
DB00816,MESH:D011656,549,705,1
DB00819,MESH:D015812,550,925,1
DB00819,MESH:D004487,550,315,1
DB00819,MESH:D010245,550,639,1
DB00819,MESH:D012640,550,754,1
DB00819,MESH:D000471,550,100,1
DB00819,MESH:D005902,550,380,1
DB00819,MESH:D003555,550,266,1
DB00820,MESH:D011470,551,688,1
DB00820,MESH:D007172,551,470,1
DB00820,MESH:D000081,551,78,1
DB00822,MESH:D000437,552,99,1
DB00823,MESH:D008796,553,560,1
DB00823,MESH:D008595,553,554,1
DB00823,MESH:D004412,553,311,1
DB00823,MESH:D010146,553,632,1
DB00823,MESH:D011085,553,673,1
DB00825,MESH:D003371,554,255,1
DB00825,MESH:D005157,554,352,1
DB00825,MESH:D010146,554,632,1
DB00825,MESH:D010612,554,659,1
DB00828,MESH:C544287,555,48,1
DB00829,MESH:D001007,556,131,1
DB00829,MESH:D001008,556,132,1
DB00829,MESH:D000069,556,67,1
DB00829,MESH:D013226,556,782,1
DB00831,MESH:D000071,557,69,1
DB00831,MESH:D011618,557,700,1
DB00831,MESH:D012559,557,750,1
DB00833,MESH:D001424,558,151,1
DB00833,MESH:D014552,558,856,1
DB00833,MESH:D013207,558,781,1
DB00834,MESH:D006943,559,439,1
DB00835,MESH:D003139,560,241,1
DB00835,MESH:D065631,560,1178,1
DB00835,MESH:D006967,560,450,1
DB00835,MESH:D006255,560,392,1
DB00836,MESH:D003967,561,295,1
DB00836,MESH:D004403,561,308,1
DB00838,MESH:D012871,562,768,1
DB00839,MESH:D003924,563,290,1
DB00841,MESH:D006333,564,397,1
DB00841,MESH:D003324,564,252,1
DB00842,MESH:D001007,565,131,1
DB00842,MESH:D001008,565,132,1
DB00843,MESH:C537177,566,39,1
DB00843,MESH:D015140,566,892,1
DB00843,MESH:D020961,566,1066,1
DB00843,MESH:D000544,566,104,1
DB00846,MESH:D012871,567,768,1
DB00847,MESH:D003554,568,265,1
DB00847,MESH:C535475,568,19,1
DB00850,MESH:D001007,569,131,1
DB00850,MESH:D000341,569,95,1
DB00850,MESH:D012559,569,750,1
DB00851,MESH:D006689,570,427,1
DB00851,MESH:D010673,570,661,1
DB00852,MESH:D011317,571,685,1
DB00853,MESH:D005909,572,381,1
DB00853,MESH:D008223,572,531,1
DB00853,MESH:D012509,572,742,1
DB00855,MESH:C535669,573,25,1
DB00855,MESH:D002280,573,198,1
DB00855,MESH:D002294,573,201,1
DB00856,MESH:D013035,574,774,1
DB00857,MESH:D002179,575,195,1
DB00857,MESH:D014009,575,827,1
DB00857,MESH:D014010,575,828,1
DB00857,MESH:D013174,575,778,1
DB00857,MESH:D014006,575,825,1
DB00857,MESH:D014008,575,826,1
DB00859,MESH:D007855,576,501,1
DB00859,MESH:D006527,576,416,1
DB00859,MESH:D003555,576,266,1
DB00859,MESH:C565798,576,54,1
DB00860,MESH:D012393,577,736,1
DB00860,MESH:D029424,577,1073,1
DB00860,MESH:D015210,577,895,1
DB00860,MESH:D003320,577,251,1
DB00860,MESH:D013167,577,777,1
DB00860,MESH:D001229,577,141,1
DB00860,MESH:D011015,577,669,1
DB00860,MESH:D003876,577,283,1
DB00860,MESH:D020330,577,1049,1
DB00860,MESH:D001607,577,159,1
DB00860,MESH:D003874,577,282,1
DB00860,MESH:D002825,577,227,1
DB00860,MESH:D002833,577,228,1
DB00860,MESH:D000312,577,94,1
DB00860,MESH:D005199,577,355,1
DB00860,MESH:D003231,577,243,1
DB00860,MESH:D007634,577,486,1
DB00860,MESH:D065306,577,1176,1
DB00860,MESH:D003424,577,257,1
DB00860,MESH:D003873,577,281,1
DB00860,MESH:D003877,577,284,1
DB00860,MESH:D003882,577,286,1
DB00860,MESH:D063926,577,1168,1
DB00860,MESH:D001929,577,177,1
DB00860,MESH:D013716,577,805,1
DB00860,MESH:D012010,577,719,1
DB00860,MESH:D001249,577,142,1
DB00860,MESH:D009877,577,614,1
DB00860,MESH:D006563,577,422,1
DB00860,MESH:D000542,577,103,1
DB00860,MESH:D054990,577,1125,1
DB00860,MESH:D016553,577,941,1
DB00860,MESH:D015863,577,929,1
DB00860,MESH:D007500,577,482,1
DB00860,MESH:D007938,577,511,1
DB00860,MESH:D011657,577,706,1
DB00860,MESH:D008223,577,531,1
DB00860,MESH:D009182,577,578,1
DB00860,MESH:D009879,577,616,1
DB00860,MESH:D009902,577,617,1
DB00860,MESH:D010392,577,649,1
DB00860,MESH:D012221,577,731,1
DB00860,MESH:D010493,577,654,1
DB00860,MESH:D011020,577,670,1
DB00860,MESH:D011111,577,676,1
DB00860,MESH:D011507,577,691,1
DB00860,MESH:D015535,577,916,1
DB00860,MESH:D014397,577,847,1
DB00860,MESH:D006084,577,386,1
DB00860,MESH:D011081,577,672,1
DB00860,MESH:D001172,577,137,1
DB00860,MESH:D001171,577,136,1
DB00860,MESH:D006255,577,392,1
DB00860,MESH:D013921,577,813,1
DB00860,MESH:D012713,577,755,1
DB00860,MESH:D012859,577,767,1
DB00860,MESH:D013262,577,783,1
DB00860,MESH:D013585,577,798,1
DB00860,MESH:D008180,577,527,1
DB00860,MESH:D014235,577,839,1
DB00860,MESH:D014376,577,844,1
DB00860,MESH:D014390,577,845,1
DB00860,MESH:D003093,577,237,1
DB00860,MESH:D014605,577,862,1
DB00860,MESH:D014657,577,867,1
DB00860,MESH:D000743,577,113,1
DB00860,MESH:C535590,577,22,1
DB00860,MESH:D013968,577,822,1
DB00860,MESH:D000224,577,88,1
DB00860,MESH:C535646,577,23,1
DB00860,MESH:D008108,577,523,1
DB00861,MESH:D010003,578,622,1
DB00861,MESH:D001172,578,137,1
DB00862,MESH:D007172,579,470,1
DB00863,MESH:D011015,580,669,1
DB00863,MESH:D013167,580,777,1
DB00863,MESH:D004381,580,303,1
DB00863,MESH:D013276,580,785,1
DB00863,MESH:D005764,580,371,1
DB00863,MESH:D014945,580,885,1
DB00863,MESH:D006356,580,399,1
DB00863,MESH:D010003,580,622,1
DB00863,MESH:D010437,580,652,1
DB00863,MESH:D001172,580,137,1
DB00863,MESH:D015043,580,891,1
DB00864,MESH:D006086,581,387,1
DB00864,MESH:D017676,581,977,1
DB00864,MESH:D011565,581,697,1
DB00864,MESH:D017511,581,975,1
DB00864,MESH:D001172,581,137,1
DB00864,MESH:D014820,581,875,1
DB00864,MESH:C565798,581,54,1
DB00865,MESH:D009765,582,608,1
DB00868,MESH:D003371,583,255,1
DB00869,MESH:D009798,584,610,1
DB00871,MESH:D001986,585,180,1
DB00871,MESH:D007752,585,495,1
DB00873,MESH:D012393,586,736,1
DB00873,MESH:D003231,586,243,1
DB00873,MESH:D009877,586,614,1
DB00873,MESH:D006563,586,422,1
DB00873,MESH:D007249,586,475,1
DB00873,MESH:D007500,586,482,1
DB00875,MESH:D012559,587,750,1
DB00876,MESH:D006333,588,397,1
DB00876,MESH:D003928,588,291,1
DB00876,MESH:D006973,588,451,1
DB00877,MESH:D002817,589,224,1
DB00877,MESH:D006086,589,387,1
DB00877,MESH:D018192,589,983,1
DB00877,MESH:C567682,589,61,1
DB00878,MESH:D005891,590,378,1
DB00878,MESH:D010518,590,656,1
DB00879,MESH:D015658,591,920,1
DB00879,MESH:D015497,591,913,1
DB00880,MESH:D004487,592,315,1
DB00880,MESH:D006973,592,451,1
DB00881,MESH:D006333,593,397,1
DB00881,MESH:D003928,593,291,1
DB00881,MESH:D006973,593,451,1
DB00881,MESH:D018487,593,994,1
DB00883,MESH:D000787,594,119,1
DB00883,MESH:D003324,594,252,1
DB00883,MESH:D006333,594,397,1
DB00883,MESH:D006973,594,451,1
DB00884,MESH:D010024,595,627,1
DB00884,MESH:D010001,595,621,1
DB00887,MESH:D004487,596,315,1
DB00888,MESH:D002283,597,199,1
DB00888,MESH:D015451,597,905,1
DB00888,MESH:D006689,597,427,1
DB00888,MESH:D008228,597,533,1
DB00888,MESH:D009182,597,578,1
DB00888,MESH:D011087,597,675,1
DB00888,MESH:D016066,597,931,1
DB00889,MESH:D020250,598,1036,1
DB00893,MESH:D019150,599,1012,1
DB00895,MESH:D004342,600,301,1
DB00896,MESH:D014606,601,863,1
DB00896,MESH:D009877,601,614,1
DB00897,MESH:D007319,602,478,1
DB00898,MESH:D001424,603,151,1
DB00898,MESH:D002312,603,203,1
DB00900,MESH:D015658,604,920,1
DB00903,MESH:D001201,605,139,1
DB00903,MESH:D006330,605,396,1
DB00903,MESH:D004487,605,315,1
DB00903,MESH:D009404,605,597,1
DB00904,MESH:D014839,606,876,1
DB00904,MESH:D020250,606,1036,1
DB00905,MESH:D009798,607,610,1
DB00905,MESH:D010211,607,637,1
DB00906,MESH:D012640,608,754,1
DB00908,MESH:D001282,609,146,1
DB00908,MESH:D016778,609,948,1
DB00908,MESH:D014927,609,884,1
DB00909,MESH:D012640,610,754,1
DB00910,MESH:D006962,611,448,1
DB00911,MESH:D000562,612,106,1
DB00911,MESH:D016585,612,944,1
DB00911,MESH:D005873,612,375,1
DB00911,MESH:D014526,612,853,1
DB00911,MESH:D012749,612,756,1
DB00911,MESH:D014245,612,840,1
DB00912,MESH:D003924,613,290,1
DB00915,MESH:D002537,614,208,1
DB00915,MESH:D002819,614,225,1
DB00915,MESH:D001480,614,156,1
DB00915,MESH:D005221,614,357,1
DB00915,MESH:D007251,614,476,1
DB00915,MESH:D010300,614,643,1
DB00915,MESH:D020734,614,1057,1
DB00915,MESH:D010301,614,644,1
DB00915,MESH:D012148,614,725,1
DB00916,MESH:D018784,615,1001,1
DB00916,MESH:D012393,615,736,1
DB00916,MESH:D000562,615,106,1
DB00916,MESH:D018461,615,993,1
DB00916,MESH:D016470,615,937,1
DB00916,MESH:D004697,615,321,1
DB00916,MESH:D016481,615,938,1
DB00916,MESH:D016585,615,944,1
DB00916,MESH:D001447,615,153,1
DB00916,MESH:D006483,615,410,1
DB00916,MESH:D001922,615,176,1
DB00916,MESH:D002494,615,207,1
DB00916,MESH:D003015,615,233,1
DB00916,MESH:D004653,615,318,1
DB00916,MESH:D004716,615,326,1
DB00916,MESH:D005873,615,375,1
DB00916,MESH:D001442,615,152,1
DB00916,MESH:D059413,615,1156,1
DB00916,MESH:D008169,615,524,1
DB00916,MESH:D008581,615,550,1
DB00916,MESH:D010518,615,656,1
DB00916,MESH:D011014,615,668,1
DB00916,MESH:D013530,615,796,1
DB00916,MESH:D019449,615,1018,1
DB00916,MESH:D017192,615,968,1
DB00916,MESH:D013742,615,808,1
DB00916,MESH:D014526,615,853,1
DB00916,MESH:D004748,615,327,1
DB00916,MESH:D008100,615,519,1
DB00916,MESH:D012852,615,766,1
DB00917,MESH:D031901,616,1075,1
DB00918,MESH:D008881,617,561,1
DB00920,MESH:C564133,618,52,1
DB00921,MESH:D009293,619,588,1
DB00924,MESH:D013035,620,774,1
DB00925,MESH:D014555,621,857,1
DB00925,MESH:D010673,621,661,1
DB00925,MESH:D016055,621,930,1
DB00927,MESH:D016481,622,938,1
DB00927,MESH:D004381,622,303,1
DB00927,MESH:D005756,622,370,1
DB00927,MESH:D006356,622,399,1
DB00927,MESH:D009377,622,594,1
DB00927,MESH:D015043,622,891,1
DB00927,MESH:D010437,622,652,1
DB00928,MESH:D015477,623,912,1
DB00928,MESH:D015470,623,910,1
DB00928,MESH:D000753,623,116,1
DB00928,MESH:D009190,623,579,1
DB00928,MESH:C536761,623,31,1
DB00928,MESH:D000754,623,117,1
DB00929,MESH:D013276,624,785,1
DB00929,MESH:D000027,624,63,1
DB00929,MESH:D000030,624,64,1
DB00929,MESH:D006473,624,408,1
DB00930,MESH:D006938,625,438,1
DB00930,MESH:D006949,625,441,1
DB00930,MESH:D003924,625,290,1
DB00932,MESH:D015658,626,920,1
DB00934,MESH:D001007,627,131,1
DB00934,MESH:D003866,627,278,1
DB00934,MESH:D019263,627,1015,1
DB00934,MESH:D003865,627,277,1
DB00934,MESH:D001714,627,162,1
DB00935,MESH:C567091,628,59,1
DB00936,MESH:D000152,629,84,1
DB00936,MESH:D055623,629,1129,1
DB00936,MESH:D002145,629,189,1
DB00936,MESH:D008976,629,562,1
DB00936,MESH:D011565,629,697,1
DB00936,MESH:D012628,629,753,1
DB00938,MESH:D001249,630,142,1
DB00938,MESH:D029424,630,1073,1
DB00938,MESH:D001250,630,143,1
DB00939,MESH:D015210,631,895,1
DB00939,MESH:D013167,631,777,1
DB00939,MESH:D005334,631,359,1
DB00939,MESH:D008595,631,554,1
DB00939,MESH:D001171,631,136,1
DB00939,MESH:D010003,631,622,1
DB00939,MESH:D004412,631,311,1
DB00939,MESH:D001172,631,137,1
DB00945,MESH:D054058,632,1112,1
DB00945,MESH:D001007,632,131,1
DB00945,MESH:D001168,632,134,1
DB00945,MESH:D064646,632,1172,1
DB00945,MESH:C536896,632,35,1
DB00945,MESH:C563924,632,51,1
DB00945,MESH:D015179,632,894,1
DB00945,MESH:D003643,632,269,1
DB00945,MESH:D005334,632,359,1
DB00945,MESH:D006261,632,393,1
DB00945,MESH:D007249,632,475,1
DB00945,MESH:D001171,632,136,1
DB00945,MESH:D008881,632,561,1
DB00945,MESH:D009080,632,564,1
DB00945,MESH:D009119,632,571,1
DB00945,MESH:D009203,632,582,1
DB00945,MESH:D010146,632,632,1
DB00945,MESH:D010493,632,654,1
DB00945,MESH:D011087,632,675,1
DB00945,MESH:D011225,632,680,1
DB00945,MESH:D001172,632,137,1
DB00945,MESH:D025242,632,1070,1
DB00945,MESH:D020521,632,1053,1
DB00945,MESH:D008180,632,527,1
DB00945,MESH:D018781,632,1000,1
DB00945,MESH:D013923,632,815,1
DB00945,MESH:D002546,632,209,1
DB00945,MESH:D054556,632,1122,1
DB00949,MESH:D013226,633,782,1
DB00950,MESH:D065631,634,1178,1
DB00950,MESH:D000080,634,77,1
DB00950,MESH:D006255,634,392,1
DB00951,MESH:D014376,635,844,1
DB00951,MESH:D015270,635,900,1
DB00951,MESH:D055985,635,1136,1
DB00952,MESH:D020325,636,1046,1
DB00953,MESH:D020325,637,1046,1
DB00956,MESH:D003371,638,255,1
DB00956,MESH:D059787,638,1158,1
DB00957,MESH:D006628,639,424,1
DB00957,MESH:D008595,639,554,1
DB00957,MESH:D004412,639,311,1
DB00957,MESH:D015663,639,921,1
DB00958,MESH:D015266,640,899,1
DB00958,MESH:D054363,640,1119,1
DB00958,MESH:D012175,640,726,1
DB00958,MESH:D013945,640,817,1
DB00958,MESH:C079345,640,12,1
DB00959,MESH:D012393,641,736,1
DB00959,MESH:D015210,641,895,1
DB00959,MESH:D000305,641,91,1
DB00959,MESH:D000308,641,92,1
DB00959,MESH:D003320,641,251,1
DB00959,MESH:D000506,641,102,1
DB00959,MESH:D013167,641,777,1
DB00959,MESH:D011015,641,669,1
DB00959,MESH:D001249,641,142,1
DB00959,MESH:D003876,641,283,1
DB00959,MESH:D001607,641,159,1
DB00959,MESH:D003874,641,282,1
DB00959,MESH:D002062,641,186,1
DB00959,MESH:D002825,641,227,1
DB00959,MESH:D002833,641,228,1
DB00959,MESH:D000312,641,94,1
DB00959,MESH:D005199,641,355,1
DB00959,MESH:D007634,641,486,1
DB00959,MESH:D003480,641,262,1
DB00959,MESH:D003873,641,281,1
DB00959,MESH:D003877,641,284,1
DB00959,MESH:D008179,641,526,1
DB00959,MESH:D063926,641,1168,1
DB00959,MESH:D004487,641,315,1
DB00959,MESH:D001929,641,177,1
DB00959,MESH:D013716,641,805,1
DB00959,MESH:D012010,641,719,1
DB00959,MESH:D009877,641,614,1
DB00959,MESH:D006934,641,436,1
DB00959,MESH:D016553,641,941,1
DB00959,MESH:D007249,641,475,1
DB00959,MESH:D015863,641,929,1
DB00959,MESH:D007500,641,482,1
DB00959,MESH:D007627,641,485,1
DB00959,MESH:D007938,641,511,1
DB00959,MESH:D008010,641,514,1
DB00959,MESH:D009450,641,602,1
DB00959,MESH:D011657,641,706,1
DB00959,MESH:D008223,641,531,1
DB00959,MESH:D009182,641,578,1
DB00959,MESH:D009335,641,591,1
DB00959,MESH:D009879,641,616,1
DB00959,MESH:D009902,641,617,1
DB00959,MESH:D010392,641,649,1
DB00959,MESH:D012221,641,731,1
DB00959,MESH:D017285,641,970,1
DB00959,MESH:D015535,641,916,1
DB00959,MESH:D010267,641,642,1
DB00959,MESH:D003424,641,257,1
DB00959,MESH:D001172,641,137,1
DB00959,MESH:D001171,641,136,1
DB00959,MESH:D012507,641,741,1
DB00959,MESH:D006255,641,392,1
DB00959,MESH:D013921,641,813,1
DB00959,MESH:D012713,641,755,1
DB00959,MESH:D013262,641,783,1
DB00959,MESH:D013585,641,798,1
DB00959,MESH:D008180,641,527,1
DB00959,MESH:D013700,641,804,1
DB00959,MESH:D065227,641,1175,1
DB00959,MESH:D014235,641,839,1
DB00959,MESH:D014376,641,844,1
DB00959,MESH:D014390,641,845,1
DB00959,MESH:D003093,641,237,1
DB00959,MESH:D014605,641,862,1
DB00959,MESH:D000743,641,113,1
DB00959,MESH:D013717,641,806,1
DB00959,MESH:C535590,641,22,1
DB00959,MESH:D013968,641,822,1
DB00959,MESH:D003882,641,286,1
DB00959,MESH:D006563,641,422,1
DB00960,MESH:D000787,642,119,1
DB00960,MESH:D001281,642,145,1
DB00960,MESH:D000341,642,95,1
DB00960,MESH:D006973,642,451,1
DB00962,MESH:D007319,643,478,1
DB00963,MESH:D058447,644,1148,1
DB00963,MESH:D009877,644,614,1
DB00964,MESH:D009798,645,610,1
DB00965,MESH:D006528,646,417,1
DB00966,MESH:D064646,647,1172,1
DB00966,MESH:D003928,647,291,1
DB00966,MESH:D006333,647,397,1
DB00966,MESH:D006973,647,451,1
DB00967,MESH:D000080,648,77,1
DB00967,MESH:D012221,648,731,1
DB00967,MESH:D006255,648,392,1
DB00968,MESH:D006973,649,451,1
DB00968,MESH:C031967,649,7,1
DB00969,MESH:D043183,650,1082,1
DB00970,MESH:D012512,651,743,1
DB00970,MESH:D031901,651,1075,1
DB00970,MESH:D010051,651,630,1
DB00970,MESH:D012208,651,727,1
DB00970,MESH:D012516,651,746,1
DB00970,MESH:D009396,651,595,1
DB00971,MESH:D063807,652,1167,1
DB00971,MESH:D014010,652,828,1
DB00971,MESH:D012628,652,753,1
DB00972,MESH:D006255,653,392,1
DB00972,MESH:D012223,653,732,1
DB00974,MESH:D007855,654,501,1
DB00974,MESH:D020258,654,1038,1
DB00975,MESH:D003324,655,252,1
DB00975,MESH:D020521,655,1053,1
DB00977,MESH:D015663,656,921,1
DB00977,MESH:D065446,656,1177,1
DB00978,MESH:D014552,657,856,1
DB00979,MESH:D014606,658,863,1
DB00980,MESH:D007319,659,478,1
DB00982,MESH:D012393,660,736,1
DB00982,MESH:D009182,660,578,1
DB00982,MESH:D009447,660,601,1
DB00982,MESH:D012751,660,757,1
DB00983,MESH:D001249,661,142,1
DB00983,MESH:D016084,661,932,1
DB00983,MESH:D029424,661,1073,1
DB00983,MESH:D001250,661,143,1
DB00985,MESH:D007759,662,496,1
DB00985,MESH:D008575,662,548,1
DB00985,MESH:D009041,662,563,1
DB00985,MESH:D020250,662,1036,1
DB00986,MESH:D000402,663,97,1
DB00986,MESH:D001145,663,133,1
DB00986,MESH:D029424,663,1073,1
DB00986,MESH:D019462,663,1019,1
DB00986,MESH:D010437,663,652,1
DB00986,MESH:D012798,663,763,1
DB00987,MESH:D054198,664,1116,1
DB00987,MESH:D015473,664,911,1
DB00987,MESH:D055756,664,1134,1
DB00987,MESH:D015470,664,910,1
DB00987,MESH:D008228,664,533,1
DB00987,MESH:D001752,664,168,1
DB00988,MESH:D001145,665,133,1
DB00988,MESH:D012769,665,759,1
DB00989,MESH:D020961,666,1066,1
DB00991,MESH:D010003,667,622,1
DB00991,MESH:D001172,667,137,1
DB00991,MESH:D001171,667,136,1
DB00992,MESH:D055623,668,1129,1
DB00993,MESH:D003876,669,283,1
DB00993,MESH:D003424,669,257,1
DB00993,MESH:D009103,669,569,1
DB00993,MESH:D016553,669,941,1
DB00993,MESH:D008181,669,528,1
DB00993,MESH:D010493,669,654,1
DB00993,MESH:D011565,669,697,1
DB00993,MESH:D001172,669,137,1
DB00993,MESH:D014605,669,862,1
DB00994,MESH:D006501,670,412,1
DB00994,MESH:D004403,670,308,1
DB00994,MESH:D017192,670,968,1
DB00995,MESH:D001172,671,137,1
DB00996,MESH:D012640,672,754,1
DB00996,MESH:D009437,672,600,1
DB00996,MESH:D051474,672,1101,1
DB00997,MESH:D054198,673,1116,1
DB00997,MESH:D015470,673,910,1
DB00997,MESH:D002283,673,199,1
DB00997,MESH:D013274,673,784,1
DB00997,MESH:D019288,673,1016,1
DB00997,MESH:D006689,673,427,1
DB00997,MESH:D008223,673,531,1
DB00997,MESH:D009101,673,568,1
DB00997,MESH:D009182,673,578,1
DB00997,MESH:D009447,673,601,1
DB00997,MESH:D010051,673,630,1
DB00997,MESH:D012751,673,757,1
DB00997,MESH:D012509,673,742,1
DB00997,MESH:D013964,673,820,1
DB00997,MESH:D008258,673,534,1
DB00997,MESH:D009396,673,595,1
DB00998,MESH:D008881,674,561,1
DB00998,MESH:D020325,674,1046,1
DB00998,MESH:D020326,674,1047,1
DB00999,MESH:D000141,675,82,1
DB00999,MESH:C563477,675,50,1
DB00999,MESH:D008103,675,520,1
DB00999,MESH:D006333,675,397,1
DB00999,MESH:D003919,675,287,1
DB00999,MESH:D004487,675,315,1
DB00999,MESH:D006973,675,451,1
DB00999,MESH:D000075,675,72,1
DB00999,MESH:D009404,675,597,1
DB00999,MESH:D011293,675,684,1
DB00999,MESH:D006955,675,446,1
DB00999,MESH:D020521,675,1053,1
DB00999,MESH:D011225,675,680,1
DB01001,MESH:D001986,676,180,1
DB01001,MESH:D001250,676,143,1
DB01001,MESH:D006947,676,440,1
DB01003,MESH:D001249,677,142,1
DB01003,MESH:D003233,677,244,1
DB01003,MESH:D001250,677,143,1
DB01003,MESH:D007637,677,487,1
DB01003,MESH:D012221,677,731,1
DB01003,MESH:D006255,677,392,1
DB01003,MESH:D014582,677,859,1
DB01004,MESH:D003586,678,268,1
DB01004,MESH:D017726,678,980,1
DB01004,MESH:D006563,678,422,1
DB01005,MESH:D013920,679,812,1
DB01005,MESH:D000077,679,73,1
DB01005,MESH:D017681,679,978,1
DB01005,MESH:D008545,679,546,1
DB01005,MESH:D008579,679,549,1
DB01005,MESH:D011087,679,675,1
DB01005,MESH:D000755,679,118,1
DB01005,MESH:D015465,679,908,1
DB01006,MESH:D001943,680,179,1
DB01006,MESH:D000858,680,126,1
DB01006,MESH:D000077,680,73,1
DB01007,MESH:D002181,681,197,1
DB01008,MESH:D013920,682,812,1
DB01008,MESH:D011087,682,675,1
DB01008,MESH:D015464,682,907,1
DB01009,MESH:D013167,683,777,1
DB01009,MESH:D008881,683,561,1
DB01009,MESH:D010003,683,622,1
DB01009,MESH:D010146,683,632,1
DB01009,MESH:D004412,683,311,1
DB01009,MESH:D001172,683,137,1
DB01010,MESH:D009157,684,575,1
DB01010,MESH:D019148,684,1011,1
DB01010,MESH:D012131,684,723,1
DB01012,MESH:D006934,685,436,1
DB01015,MESH:D002006,686,182,1
DB01015,MESH:D004405,686,310,1
DB01015,MESH:D009617,686,607,1
DB01015,MESH:D011020,686,670,1
DB01015,MESH:D054307,686,1118,1
DB01016,MESH:D016640,687,945,1
DB01016,MESH:D003924,687,290,1
DB01017,MESH:D001474,688,155,1
DB01017,MESH:D002006,688,182,1
DB01017,MESH:D002168,688,191,1
DB01017,MESH:D002602,688,215,1
DB01017,MESH:D002771,688,223,1
DB01017,MESH:D003235,688,246,1
DB01017,MESH:D006100,688,388,1
DB01017,MESH:D008219,688,530,1
DB01017,MESH:D014526,688,853,1
DB01017,MESH:D010518,688,656,1
DB01017,MESH:D010930,688,665,1
DB01017,MESH:D009956,688,619,1
DB01017,MESH:D011778,688,711,1
DB01017,MESH:D012061,688,720,1
DB01017,MESH:D012141,688,724,1
DB01017,MESH:D012282,688,734,1
DB01017,MESH:D000073,688,71,1
DB01017,MESH:D012373,688,735,1
DB01017,MESH:D014141,688,835,1
DB01017,MESH:D014406,688,848,1
DB01017,MESH:D014438,688,850,1
DB01018,MESH:D001289,689,147,1
DB01018,MESH:D005879,689,377,1
DB01018,MESH:D006973,689,451,1
DB01018,MESH:D008881,689,561,1
DB01019,MESH:D001750,690,167,1
DB01020,MESH:D000787,691,119,1
DB01022,MESH:D007020,692,464,1
DB01022,MESH:D006475,692,409,1
DB01023,MESH:D006973,693,451,1
DB01026,MESH:D001759,694,169,1
DB01026,MESH:C536777,694,33,1
DB01026,MESH:D002862,694,230,1
DB01026,MESH:D002178,694,194,1
DB01026,MESH:D003047,694,235,1
DB01026,MESH:D063807,694,1167,1
DB01026,MESH:D003480,694,262,1
DB01026,MESH:D006660,694,426,1
DB01026,MESH:D010229,694,638,1
DB01026,MESH:D012628,694,753,1
DB01029,MESH:D003928,695,291,1
DB01029,MESH:D006973,695,451,1
DB01030,MESH:D012512,696,743,1
DB01030,MESH:D015470,696,910,1
DB01032,MESH:D001424,697,151,1
DB01032,MESH:D015210,697,895,1
